,Entity,Code,Year,Annual CO₂ emissions
30915,World,OWID_WRL,1851,198804980.0
30916,World,OWID_WRL,1852,207550940.0
30917,World,OWID_WRL,1853,217209250.0
30918,World,OWID_WRL,1854,255138980.0
30919,World,OWID_WRL,1855,260165980.0
30920,World,OWID_WRL,1856,277291520.0
30921,World,OWID_WRL,1857,279889280.0
30922,World,OWID_WRL,1858,284171300.0
30923,World,OWID_WRL,1859,301311650.0
30924,World,OWID_WRL,1860,330641280.0
30925,World,OWID_WRL,1861,347734530.0
30926,World,OWID_WRL,1862,354056670.0
30927,World,OWID_WRL,1863,377859070.0
30928,World,OWID_WRL,1864,407090300.0
30929,World,OWID_WRL,1865,432306980.0
30930,World,OWID_WRL,1866,445969700.0
30931,World,OWID_WRL,1867,477814900.0
30932,World,OWID_WRL,1868,490752500.0
30933,World,OWID_WRL,1869,521130750.0
30934,World,OWID_WRL,1870,532536740.0
30935,World,OWID_WRL,1871,566143000.0
30936,World,OWID_WRL,1872,626371800.0
30937,World,OWID_WRL,1873,665419100.0
30938,World,OWID_WRL,1874,622997250.0
30939,World,OWID_WRL,1875,675799100.0
30940,World,OWID_WRL,1876,685552700.0
30941,World,OWID_WRL,1877,699098500.0
30942,World,OWID_WRL,1878,704379200.0
30943,World,OWID_WRL,1879,754867200.0
30944,World,OWID_WRL,1880,853704640.0
30945,World,OWID_WRL,1881,882405060.0
30946,World,OWID_WRL,1882,931921900.0
30947,World,OWID_WRL,1883,991032400.0
30948,World,OWID_WRL,1884,1002174300.0
30949,World,OWID_WRL,1885,1009671360.0
30950,World,OWID_WRL,1886,1025475460.0
30951,World,OWID_WRL,1887,1076757800.0
30952,World,OWID_WRL,1888,1192271900.0
30953,World,OWID_WRL,1889,1191799600.0
30954,World,OWID_WRL,1890,1298458200.0
30955,World,OWID_WRL,1891,1358873900.0
30956,World,OWID_WRL,1892,1370088300.0
30957,World,OWID_WRL,1893,1353668700.0
30958,World,OWID_WRL,1894,1400857700.0
30959,World,OWID_WRL,1895,1485272600.0
30960,World,OWID_WRL,1896,1533701400.0
30961,World,OWID_WRL,1897,1606300500.0
30962,World,OWID_WRL,1898,1694265700.0
30963,World,OWID_WRL,1899,1850798100.0
30964,World,OWID_WRL,1900,1952209500.0
30965,World,OWID_WRL,1901,2016744400.0
30966,World,OWID_WRL,1902,2067684100.0
30967,World,OWID_WRL,1903,2254094800.0
30968,World,OWID_WRL,1904,2279748900.0
30969,World,OWID_WRL,1905,2427313200.0
30970,World,OWID_WRL,1906,2534734300.0
30971,World,OWID_WRL,1907,2888308000.0
30972,World,OWID_WRL,1908,2776404200.0
30973,World,OWID_WRL,1909,2890468000.0
30974,World,OWID_WRL,1910,3033820000.0
30975,World,OWID_WRL,1911,3079214800.0
30976,World,OWID_WRL,1912,3235538400.0
30977,World,OWID_WRL,1913,3505865200.0
30978,World,OWID_WRL,1914,3179912400.0
30979,World,OWID_WRL,1915,3134378200.0
30980,World,OWID_WRL,1916,3385277400.0
30981,World,OWID_WRL,1917,3539852500.0
30982,World,OWID_WRL,1918,3492840000.0
30983,World,OWID_WRL,1919,3028560000.0
30984,World,OWID_WRL,1920,3521062400.0
30985,World,OWID_WRL,1921,3089464300.0
30986,World,OWID_WRL,1922,3239735800.0
30987,World,OWID_WRL,1923,3675398000.0
30988,World,OWID_WRL,1924,3686099200.0
30989,World,OWID_WRL,1925,3725636600.0
30990,World,OWID_WRL,1926,3659297000.0
30991,World,OWID_WRL,1927,3993753900.0
30992,World,OWID_WRL,1928,3976071200.0
30993,World,OWID_WRL,1929,4267657200.0
30994,World,OWID_WRL,1930,3934730000.0
30995,World,OWID_WRL,1931,3516940500.0
30996,World,OWID_WRL,1932,3170800600.0
30997,World,OWID_WRL,1933,3338349300.0
30998,World,OWID_WRL,1934,3630765300.0
30999,World,OWID_WRL,1935,3811112000.0
31000,World,OWID_WRL,1936,4181088300.0
31001,World,OWID_WRL,1937,4469369300.0
31002,World,OWID_WRL,1938,4201279700.0
31003,World,OWID_WRL,1939,4445443000.0
31004,World,OWID_WRL,1940,4854657500.0
31005,World,OWID_WRL,1941,4965649000.0
31006,World,OWID_WRL,1942,4953623600.0
31007,World,OWID_WRL,1943,5035077000.0
31008,World,OWID_WRL,1944,5110656000.0
31009,World,OWID_WRL,1945,4250264000.0
31010,World,OWID_WRL,1946,4638339000.0
31011,World,OWID_WRL,1947,5138490000.0
31012,World,OWID_WRL,1948,5415709700.0
31013,World,OWID_WRL,1949,5245849000.0
31014,World,OWID_WRL,1950,6003272000.0
31015,World,OWID_WRL,1951,6379796500.0
31016,World,OWID_WRL,1952,6465727000.0
31017,World,OWID_WRL,1953,6647763000.0
31018,World,OWID_WRL,1954,6789969000.0
31019,World,OWID_WRL,1955,7443244000.0
31020,World,OWID_WRL,1956,7924253000.0
31021,World,OWID_WRL,1957,8185547000.0
31022,World,OWID_WRL,1958,8417624000.0
31023,World,OWID_WRL,1959,8856221000.0
31024,World,OWID_WRL,1960,9387668000.0
31025,World,OWID_WRL,1961,9418460000.0
31026,World,OWID_WRL,1962,9751059000.0
31027,World,OWID_WRL,1963,10271655000.0
31028,World,OWID_WRL,1964,10829612000.0
31029,World,OWID_WRL,1965,11317596000.0
31030,World,OWID_WRL,1966,11866933000.0
31031,World,OWID_WRL,1967,12244029000.0
31032,World,OWID_WRL,1968,12910892000.0
31033,World,OWID_WRL,1969,13767398000.0
31034,World,OWID_WRL,1970,14898716000.0
31035,World,OWID_WRL,1971,15505496000.0
31036,World,OWID_WRL,1972,16228730000.0
31037,World,OWID_WRL,1973,17086194000.0
31038,World,OWID_WRL,1974,17017476000.0
31039,World,OWID_WRL,1975,17054627000.0
31040,World,OWID_WRL,1976,17991887000.0
31041,World,OWID_WRL,1977,18502846000.0
31042,World,OWID_WRL,1978,19077194000.0
31043,World,OWID_WRL,1979,19618464000.0
31044,World,OWID_WRL,1980,19501263000.0
31045,World,OWID_WRL,1981,19036117000.0
31046,World,OWID_WRL,1982,18884487000.0
31047,World,OWID_WRL,1983,19006540000.0
31048,World,OWID_WRL,1984,19664755000.0
31049,World,OWID_WRL,1985,20325487000.0
31050,World,OWID_WRL,1986,20627360000.0
31051,World,OWID_WRL,1987,21273905000.0
31052,World,OWID_WRL,1988,22107795000.0
31053,World,OWID_WRL,1989,22410402000.0
31054,World,OWID_WRL,1990,22757480000.0
31055,World,OWID_WRL,1991,23244806000.0
31056,World,OWID_WRL,1992,22580023000.0
31057,World,OWID_WRL,1993,22812901000.0
31058,World,OWID_WRL,1994,22969498000.0
31059,World,OWID_WRL,1995,23458714000.0
31060,World,OWID_WRL,1996,24159384000.0
31061,World,OWID_WRL,1997,24302584000.0
31062,World,OWID_WRL,1998,24213260000.0
31063,World,OWID_WRL,1999,24732390000.0
31064,World,OWID_WRL,2000,25453623000.0
31065,World,OWID_WRL,2001,25668049000.0
31066,World,OWID_WRL,2002,26281038000.0
31067,World,OWID_WRL,2003,27651596000.0
31068,World,OWID_WRL,2004,28636695000.0
31069,World,OWID_WRL,2005,29614602000.0
31070,World,OWID_WRL,2006,30593118000.0
31071,World,OWID_WRL,2007,31506788000.0
31072,World,OWID_WRL,2008,32085836000.0
31073,World,OWID_WRL,2009,31564032000.0
31074,World,OWID_WRL,2010,33364347000.0
31075,World,OWID_WRL,2011,34487013000.0
31076,World,OWID_WRL,2012,35006270000.0
31077,World,OWID_WRL,2013,35319200000.0
31078,World,OWID_WRL,2014,35577537000.0
31079,World,OWID_WRL,2015,35558568000.0
31080,World,OWID_WRL,2016,35524190000.0
31081,World,OWID_WRL,2017,36096737000.0
31082,World,OWID_WRL,2018,36826510000.0
31083,World,OWID_WRL,2019,37082560000.0
31084,World,OWID_WRL,2020,35264086000.0
31085,World,OWID_WRL,2021,37123850000.0
